788918400,-37,-41,-45
789004800,-37,-39,-42
789091200,-35,-36,-37
789177600,-31,-33,-35
789264000,-30,-32,-34
789350400,-29,-31,-33
789436800,-33,-34,-37
789523200,-34,-36,-38
789609600,-33,-36,-39
789696000,-37,-38,-40
789782400,-37,-38,-40
789868800,-34,-36,-38
789955200,-35,-36,-37
790041600,-31,-33,-36
790128000,-29,-31,-34
790214400,-34,-37,-39
790300800,-34,-37,-41
790387200,-35,-38,-42
790473600,-34,-37,-41
790560000,-33,-37,-41
790646400,-31,-34,-38
790732800,-28,-31,-35
790819200,-27,-31,-35
790905600,-29,-31,-34
790992000,-30,-33,-37
791078400,-30,-34,-39
791164800,-27,-30,-33
791251200,-29,-31,-34
791337600,-25,-28,-32
791424000,-30,-34,-38
791510400,-34,-37,-41
791596800,-35,-37,-39
791683200,-37,-38,-40
791769600,-37,-38,-40
791856000,-35,-37,-38
791942400,-31,-33,-35
792028800,-31,-33,-36
792115200,-34,-38,-43
792201600,-31,-36,-42
792288000,-31,-32,-34
792374400,-33,-34,-36
792460800,-31,-33,-36
792547200,-30,-31,-32
792633600,-26,-29,-32
792720000,-20,-23,-26
792806400,-19,-20,-23
792892800,-20,-23,-27
792979200,-18,-21,-24
793065600,-21,-26,-30
793152000,-20,-24,-29
793238400,-13,-17,-21
793324800,-14,-20,-25
793411200,-21,-24,-28
793497600,-23,-24,-27
793584000,-24,-28,-33
793670400,-21,-28,-35
793756800,-14,-20,-26
793843200,-13,-19,-26
793929600,-15,-18,-21
794016000,-16,-23,-30
794102400,-14,-22,-29
794188800,-19,-21,-25
794275200,-17,-22,-28
794361600,-19,-23,-28
794448000,-18,-22,-26
794534400,-19,-22,-25
794620800,-18,-22,-26
794707200,-18,-20,-22
794793600,-16,-18,-21
794880000,-13,-21,-29
794966400,-14,-16,-17
795052800,-11,-16,-20
795139200,-12,-17,-21
795225600,-12,-19,-25
795312000,-6,-12,-17
795398400,-8,-12,-17
795484800,-12,-17,-22
795571200,-12,-19,-26
795657600,-15,-17,-18
795744000,-14,-18,-21
795830400,-15,-19,-24
795916800,-13,-16,-19
796003200,-13,-17,-20
796089600,-10,-13,-16
796176000,-4,-9,-14
796262400,-5,-9,-12
796348800,0,-6,-11
796435200,2,-4,-9
796521600,1,-4,-10
796608000,1,-7,-13
796694400,-4,-7,-11
796780800,-9,-13,-18
796867200,-5,-14,-23
796953600,-3,-7,-10
797040000,-2,-8,-14
797126400,1,-7,-14
797212800,4,-1,-6
797299200,3,0,-2
797385600,0,-3,-7
797472000,-1,-7,-13
797558400,-2,-6,-9
797644800,-3,-8,-12
797731200,3,-3,-10
797817600,-2,-7,-12
797904000,-3,-12,-21
797990400,-16,-22,-28
798076800,-12,-17,-22
798163200,-8,-13,-18
798249600,-7,-14,-21
798336000,-5,-11,-17
798422400,0,-2,-5
798508800,1,-4,-8
798595200,-4,-7,-10
798681600,2,-6,-12
798768000,7,1,-5
798854400,12,3,-4
798940800,3,-1,-4
799027200,0,-4,-8
799113600,-1,-6,-10
799200000,6,1,-4
799286400,5,2,-1
799372800,4,0,-3
799459200,6,3,0
799545600,11,3,-3
799632000,11,7,3
799718400,14,8,2
799804800,6,3,2
799891200,9,4,-1
799977600,14,6,-2
800064000,14,9,5
800150400,17,12,8
800236800,15,9,2
800323200,3,1,-1
800409600,7,2,-2
800496000,2,-1,-3
800582400,4,0,-4
800668800,6,2,-1
800755200,10,4,-2
800841600,14,9,5
800928000,12,8,5
801014400,10,7,3
