1104537600,-17,-20,-23
1104624000,-24,-27,-30
1104710400,-26,-29,-33
1104796800,-31,-34,-37
1104883200,-27,-29,-32
1104969600,-30,-32,-34
1105056000,-22,-27,-32
1105142400,-26,-27,-29
1105228800,-26,-28,-30
1105315200,-27,-28,-30
1105401600,-24,-26,-28
1105488000,-22,-23,-25
1105574400,-22,-24,-28
1105660800,-28,-30,-33
1105747200,-28,-31,-34
1105833600,-20,-24,-29
1105920000,-25,-27,-30
1106006400,-27,-30,-33
1106092800,-22,-27,-32
1106179200,-26,-29,-33
1106265600,-29,-32,-35
1106352000,-31,-34,-38
1106438400,-27,-30,-34
1106524800,-27,-30,-33
1106611200,-25,-27,-29
1106697600,-23,-24,-27
1106784000,-25,-28,-30
1106870400,-26,-28,-31
1106956800,-23,-26,-28
1107043200,-24,-24,-26
1107129600,-24,-24,-26
1107216000,-24,-24,-26
1107302400,-22,-23,-25
1107388800,-24,-26,-29
1107475200,-25,-30,-36
1107561600,-25,-28,-32
1107648000,-24,-26,-28
1107734400,-24,-26,-28
1107820800,-24,-24,-26
1107907200,-24,-24,-26
1107993600,-23,-24,-27
1108080000,-22,-24,-28
1108166400,-22,-24,-28
1108252800,-22,-23,-26
1108339200,-23,-26,-28
1108425600,-18,-22,-26
1108512000,-23,-24,-26
1108598400,-23,-24,-26
1108684800,-23,-26,-29
1108771200,-24,-28,-33
1108857600,-25,-28,-32
1108944000,-26,-28,-30
1109030400,-24,-27,-30
1109116800,-23,-26,-29
1109203200,-23,-26,-29
1109289600,-20,-26,-31
1109376000,-20,-27,-34
1109462400,-20,-21,-23
1109548800,-19,-23,-27
1109635200,-18,-22,-27
1109721600,-19,-24,-29
1109808000,-16,-22,-29
1109894400,-8,-15,-22
1109980800,-1,-7,-13
1110067200,-8,-15,-22
1110153600,-22,-23,-25
1110240000,-24,-26,-28
1110326400,-22,-26,-30
1110412800,-17,-21,-26
1110499200,-12,-18,-23
1110585600,-11,-14,-17
1110672000,-2,-9,-15
1110758400,-5,-8,-11
1110844800,-8,-11,-14
1110931200,-12,-16,-21
1111017600,-11,-17,-22
1111104000,-8,-14,-21
1111190400,-6,-8,-10
1111276800,-11,-14,-19
1111363200,-13,-19,-25
1111449600,-15,-19,-24
1111536000,-17,-20,-23
1111622400,-15,-21,-28
1111708800,-9,-18,-26
1111795200,-6,-12,-19
1111881600,-7,-12,-16
1111968000,-7,-12,-17
1112054400,-2,-11,-19
1112140800,-5,-8,-10
1112227200,-3,-8,-13
1112313600,-4,-8,-11
1112400000,4,-4,-12
1112486400,3,-4,-12
1112572800,-2,-4,-7
1112659200,-3,-6,-8
1112745600,-2,-7,-11
1112832000,-2,-7,-12
1112918400,0,-8,-15
1113004800,-1,-8,-15
1113091200,1,-2,-4
1113177600,-1,-4,-7
1113264000,-3,-7,-12
1113350400,-4,-12,-19
1113436800,-6,-9,-12
1113523200,1,-4,-8
1113609600,2,-3,-8
1113696000,4,-4,-12
1113782400,5,0,-4
1113868800,5,-2,-8
1113955200,3,0,-2
1114041600,3,-1,-4
1114128000,5,-1,-6
1114214400,6,0,-5
1114300800,5,0,-4
1114387200,8,2,-3
1114473600,-1,-3,-6
1114560000,4,-4,-13
1114646400,6,-1,-8
1114732800,5,0,-4
1114819200,7,1,-5
1114905600,2,0,-1
1114992000,8,3,-2
1115078400,6,1,-3
1115164800,9,4,-1
1115251200,8,4,0
1115337600,10,6,1
1115424000,11,6,2
