1262304000,-35,-38,-40
1262390400,-36,-38,-40
1262476800,-34,-36,-38
1262563200,-34,-34,-36
1262649600,-31,-32,-34
1262736000,-30,-31,-33
1262822400,-30,-32,-35
1262908800,-28,-31,-34
1262995200,-24,-28,-32
1263081600,-27,-29,-32
1263168000,-26,-28,-30
1263254400,-26,-27,-28
1263340800,-28,-32,-37
1263427200,-33,-37,-41
1263513600,-26,-31,-36
1263600000,-32,-34,-37
1263686400,-23,-28,-34
1263772800,-26,-29,-33
1263859200,-25,-28,-30
1263945600,-30,-33,-36
1264032000,-21,-29,-37
1264118400,-17,-19,-22
1264204800,-18,-20,-23
1264291200,-23,-27,-32
1264377600,-30,-34,-38
1264464000,-35,-39,-43
1264550400,-33,-37,-40
1264636800,-30,-34,-39
1264723200,-24,-29,-34
1264809600,-28,-33,-38
1264896000,-35,-37,-38
1264982400,-33,-36,-38
1265068800,-33,-34,-36
1265155200,-31,-33,-36
1265241600,-28,-31,-34
1265328000,-23,-26,-28
1265414400,-22,-26,-29
1265500800,-23,-28,-34
1265587200,-25,-28,-30
1265673600,-29,-31,-34
1265760000,-26,-29,-32
1265846400,-23,-24,-27
1265932800,-22,-24,-27
1266019200,-24,-27,-30
1266105600,-23,-27,-32
1266192000,-24,-28,-33
1266278400,-19,-24,-30
1266364800,-22,-26,-31
1266451200,-19,-23,-28
1266537600,-22,-26,-30
1266624000,-20,-28,-35
1266710400,-19,-23,-27
1266796800,-17,-22,-28
1266883200,-16,-21,-26
1266969600,-18,-22,-26
1267056000,-18,-22,-26
1267142400,-25,-27,-28
1267228800,-25,-28,-31
1267315200,-24,-27,-30
1267401600,-23,-29,-35
1267488000,-24,-29,-35
1267574400,-19,-27,-34
1267660800,-20,-23,-27
1267747200,-19,-24,-29
1267833600,-20,-24,-28
1267920000,-18,-23,-28
1268006400,-12,-18,-24
1268092800,-11,-15,-19
1268179200,-11,-14,-17
1268265600,-16,-19,-23
1268352000,-18,-22,-26
1268438400,-17,-22,-27
1268524800,-17,-21,-26
1268611200,-16,-22,-29
1268697600,-15,-19,-23
1268784000,-10,-13,-17
1268870400,-10,-14,-18
1268956800,-10,-15,-20
1269043200,-9,-13,-16
1269129600,-8,-15,-22
1269216000,-7,-13,-19
1269302400,-10,-14,-18
1269388800,-12,-14,-18
1269475200,-12,-17,-22
1269561600,-11,-15,-19
1269648000,-9,-14,-20
1269734400,-7,-14,-22
1269820800,-2,-11,-19
1269907200,-5,-7,-9
1269993600,-5,-8,-10
1270080000,-7,-11,-15
1270166400,-7,-11,-15
1270252800,-8,-11,-14
1270339200,-7,-13,-20
1270425600,-5,-12,-20
1270512000,-8,-11,-14
1270598400,-8,-12,-16
1270684800,-8,-13,-17
1270771200,-10,-12,-13
1270857600,-10,-12,-14
1270944000,-9,-13,-17
1271030400,-9,-13,-18
1271116800,-8,-12,-15
1271203200,-6,-10,-13
1271289600,-4,-10,-15
1271376000,-1,-4,-8
1271462400,0,-7,-14
1271548800,3,-4,-12
1271635200,3,-3,-9
1271721600,1,-2,-5
1271808000,3,-3,-9
1271894400,5,-1,-6
1271980800,6,1,-4
1272067200,6,2,-1
1272153600,7,1,-4
1272240000,4,-2,-7
1272326400,0,-3,-7
1272412800,4,-1,-6
1272499200,8,1,-5
1272585600,6,2,-1
1272672000,10,3,-4
1272758400,8,3,-2
1272844800,-2,-3,-4
1272931200,2,-3,-7
1273017600,6,1,-4
1273104000,5,2,0
1273190400,6,2,-2
1273276800,9,4,0
1273363200,11,4,-1
1273449600,7,3,0
1273536000,8,4,0
1273622400,15,8,0
1273708800,15,10,6
1273795200,12,8,4
1273881600,9,4,1
1273968000,14,7,0
1274054400,19,10,1
1274140800,13,9,6
1274227200,13,8,3
1274313600,6,3,2
1274400000,14,8,2
1274486400,10,6,2
1274572800,19,10,1
1274659200,16,8,0
1274745600,12,6,0
1274832000,18,9,0
1274918400,22,12,3
1275004800,22,16,10
1275091200,17,12,8
1275177600,18,12,7
1275264000,20,11,3
1275350400,19,13,8
1275436800,28,17,5
1275523200,22,13,5
1275609600,15,8,1
1275696000,15,10,5
1275782400,23,13,3
1275868800,15,8,2
1275955200,18,9,0
1276041600,24,16,8
1276128000,26,19,13
1276214400,25,19,13
1276300800,23,17,12
1276387200,19,14,11
1276473600,20,14,8
1276560000,21,16,12
1276646400,20,14,8
1276732800,26,18,10
1276819200,18,12,7
1276905600,7,6,5
1276992000,15,9,4
1277078400,23,13,3
1277164800,25,18,11
1277251200,25,19,13
1277337600,26,20,14
1277424000,19,14,11
1277510400,23,16,9
1277596800,24,18,13
1277683200,19,16,12
1277769600,23,17,11
1277856000,21,18,15
1277942400,22,18,15
1278028800,25,20,15
1278115200,21,17,14
1278201600,18,16,12
1278288000,18,14,11
1278374400,17,13,11
1278460800,21,14,9
1278547200,22,16,9
1278633600,21,16,10
1278720000,20,15,10
1278806400,19,13,8
1278892800,22,16,9
1278979200,26,18,10
1279065600,25,18,12
1279152000,22,14,7
1279238400,20,16,11
1279324800,23,17,11
1279411200,25,18,11
1279497600,23,19,15
1279584000,24,20,16
1279670400,25,20,15
1279756800,28,21,14
1279843200,27,22,17
1279929600,27,21,16
1280016000,24,17,9
1280102400,12,10,8
1280188800,13,11,10
1280275200,21,16,11
1280361600,24,18,13
1280448000,20,14,9
1280534400,11,9,8
