946684800,-36,-38,-41
946771200,-29,-34,-41
946857600,-30,-31,-33
946944000,-29,-31,-33
947030400,-33,-36,-39
947116800,-32,-36,-38
947203200,-19,-24,-31
947289600,-28,-32,-37
947376000,-32,-36,-40
947462400,-36,-40,-45
947548800,-32,-33,-36
947635200,-27,-30,-34
947721600,-30,-32,-34
947808000,-34,-37,-39
947894400,-30,-33,-36
947980800,-23,-27,-31
948067200,-20,-27,-34
948153600,-22,-26,-29
948240000,-23,-27,-30
948326400,-29,-33,-38
948412800,-29,-33,-38
948499200,-25,-28,-32
948585600,-26,-29,-33
948672000,-25,-28,-31
948758400,-24,-27,-29
948844800,-28,-30,-33
948931200,-30,-32,-35
949017600,-30,-34,-38
949104000,-31,-36,-40
949190400,-30,-34,-38
949276800,-28,-32,-37
949363200,-23,-27,-32
949449600,-25,-28,-31
949536000,-24,-27,-30
949622400,-22,-24,-28
949708800,-15,-19,-23
949795200,-16,-19,-22
949881600,-18,-22,-26
949968000,-26,-29,-32
950054400,-30,-35,-40
950140800,-28,-33,-39
950227200,-34,-38,-43
950313600,-27,-33,-41
950400000,-23,-28,-33
950486400,-18,-24,-31
950572800,-21,-24,-29
950659200,-20,-23,-26
950745600,-22,-26,-31
950832000,-20,-27,-33
950918400,-17,-22,-27
951004800,-14,-19,-23
951091200,-17,-20,-23
951177600,-20,-23,-27
951264000,-21,-28,-35
951350400,-17,-25,-33
951436800,-16,-24,-32
951523200,-3,-16,-29
951609600,-9,-17,-24
951696000,-10,-12,-14
951782400,-14,-17,-21
951868800,-19,-21,-24
951955200,-16,-21,-27
952041600,-12,-21,-30
952128000,-15,-20,-26
952214400,-14,-21,-28
952300800,-11,-19,-28
952387200,-11,-18,-26
952473600,-12,-19,-27
952560000,0,-8,-16
952646400,-7,-11,-15
952732800,-7,-14,-22
952819200,-10,-15,-20
952905600,-11,-13,-15
952992000,-8,-14,-20
953078400,-3,-7,-11
953164800,-7,-10,-12
953251200,-4,-10,-16
953337600,-2,-8,-14
953424000,-1,-9,-18
953510400,-1,-7,-13
953596800,-3,-7,-9
953683200,0,-7,-13
953769600,-6,-11,-16
953856000,-4,-10,-15
953942400,-6,-10,-13
954028800,0,-8,-15
954115200,2,-7,-16
954201600,-1,-3,-6
954288000,-2,-6,-8
954374400,-2,-6,-8
954460800,0,-8,-15
954547200,0,-3,-6
954633600,1,-6,-12
954720000,-1,-4,-7
954806400,-5,-8,-10
954892800,-7,-11,-14
954979200,-8,-14,-20
955065600,2,-7,-15
955152000,4,-2,-8
955238400,3,-3,-8
955324800,2,-3,-8
955411200,11,1,-8
955497600,3,-3,-10
955584000,4,-3,-9
955670400,3,-1,-4
955756800,3,0,-3
955843200,1,-2,-4
955929600,-1,-4,-7
956016000,1,-4,-9
956102400,3,-2,-7
956188800,4,-1,-6
956275200,4,-2,-7
956361600,8,1,-5
956448000,3,0,-2
956534400,-2,-4,-6
956620800,1,-6,-11
956707200,-4,-7,-10
956793600,-7,-11,-14
956880000,-6,-10,-14
956966400,-1,-8,-15
957052800,-1,-3,-6
957139200,-1,-6,-10
957225600,-4,-9,-13
957312000,-4,-11,-17
957398400,0,-6,-12
957484800,-3,-7,-9
957571200,-1,-4,-8
957657600,1,-3,-6
957744000,4,0,-3
957830400,6,1,-3
957916800,6,1,-3
958003200,9,3,-3
958089600,11,6,0
958176000,13,6,-1
958262400,8,4,1
958348800,13,4,-3
958435200,11,6,1
958521600,9,4,0
958608000,9,3,-2
958694400,9,4,0
958780800,12,3,-5
958867200,9,4,-1
958953600,8,2,-4
959040000,10,4,-1
959126400,12,6,1
959212800,5,2,0
959299200,14,8,3
959385600,15,10,5
959472000,6,2,-1
959558400,8,3,-1
959644800,15,8,2
959731200,21,12,4
959817600,20,15,10
959904000,22,13,6
959990400,16,11,6
960076800,15,8,0
960163200,10,5,0
960249600,5,3,1
960336000,10,6,2
960422400,13,9,5
960508800,27,17,7
960595200,24,19,14
960681600,23,17,10
960768000,25,17,9
960854400,22,16,11
960940800,24,17,10
961027200,27,18,10
961113600,26,19,12
961200000,13,10,7
961286400,12,8,4
961372800,19,10,2
961459200,3,1,0
961545600,9,4,1
961632000,17,9,1
961718400,19,11,4
961804800,18,13,8
961891200,19,12,6
961977600,17,13,10
962064000,15,12,10
962150400,18,14,11
962236800,17,14,12
962323200,21,14,8
962409600,18,14,10
962496000,20,15,10
962582400,22,16,10
962668800,9,7,5
962755200,9,7,5
962841600,15,10,6
962928000,18,13,8
963014400,17,12,7
963100800,15,12,10
963187200,21,14,9
963273600,20,15,10
963360000,17,14,12
963446400,19,16,12
963532800,20,16,12
963619200,23,18,13
963705600,26,18,11
963792000,26,19,13
963878400,22,18,15
963964800,26,20,15
964051200,28,21,14
964137600,26,20,14
964224000,24,19,14
964310400,25,19,14
964396800,24,20,17
964483200,22,19,17
964569600,20,18,16
964656000,18,16,13
964742400,17,16,14
964828800,18,16,13
964915200,17,14,12
965001600,20,16,12
965088000,21,16,12
965174400,16,13,11
965260800,15,12,10
965347200,18,14,10
965433600,19,16,12
965520000,23,16,9
965606400,23,17,11
965692800,21,16,10
965779200,17,13,9
965865600,19,14,11
965952000,23,16,9
966038400,21,14,9
966124800,20,13,6
966211200,21,14,8
966297600,20,16,12
966384000,18,16,13
966470400,21,16,10
966556800,12,9,7
966643200,12,9,7
966729600,15,10,5
966816000,17,9,2
966902400,16,10,4
966988800,13,10,6
967075200,11,8,5
967161600,14,7,0
967248000,13,7,1
967334400,10,6,2
967420800,9,7,4
967507200,10,7,3
967593600,10,7,3
967680000,9,7,4
967766400,10,7,4
967852800,16,10,5
967939200,18,10,3
968025600,18,10,2
968112000,18,11,5
968198400,12,7,2
968284800,9,7,5
968371200,12,8,4
968457600,4,0,-3
968544000,0,-2,-4
968630400,1,-1,-2
968716800,2,-1,-4
968803200,7,-1,-8
968889600,7,1,-5
968976000,3,2,1
969062400,2,0,-1
969148800,5,2,0
969235200,8,3,-1
969321600,6,1,-3
969408000,15,8,0
969494400,10,6,2
969580800,7,2,-2
969667200,13,7,1
969753600,14,8,3
969840000,14,7,-1
969926400,6,3,0
970012800,3,0,-2
970099200,4,2,0
970185600,8,0,-7
970272000,3,-2,-6
970358400,0,-2,-5
970444800,2,-2,-6
970531200,2,-1,-3
970617600,6,0,-5
970704000,1,-2,-5
970790400,-3,-7,-11
970876800,-1,-6,-10
970963200,3,-1,-4
971049600,5,0,-4
971136000,-2,-6,-10
971222400,-5,-7,-9
971308800,-3,-6,-7
971395200,1,-2,-4
971481600,0,-2,-4
971568000,-1,-4,-8
971654400,-2,-8,-14
971740800,-7,-14,-21
971827200,-2,-6,-10
971913600,-2,-4,-6
972000000,-5,-8,-10
972086400,-11,-13,-18
972172800,-15,-19,-24
972259200,-5,-10,-15
972345600,-8,-11,-14
972432000,-9,-16,-23
972518400,-5,-9,-13
972604800,-5,-11,-18
972691200,-6,-11,-16
972777600,-10,-14,-19
972864000,-12,-19,-25
972950400,-12,-17,-22
973036800,-17,-19,-22
973123200,-20,-23,-26
973209600,-20,-22,-25
973296000,-24,-27,-29
973382400,-18,-22,-27
973468800,-16,-18,-21
973555200,-14,-17,-20
973641600,-14,-19,-23
973728000,-10,-14,-19
973814400,-9,-12,-14
973900800,-11,-17,-22
973987200,-9,-11,-13
974073600,-11,-13,-14
974160000,-14,-17,-20
974246400,-16,-21,-25
974332800,-16,-21,-27
974419200,-17,-21,-25
974505600,-14,-18,-22
974592000,-20,-23,-27
974678400,-27,-30,-34
974764800,-30,-33,-37
974851200,-30,-34,-39
974937600,-30,-32,-35
975024000,-30,-32,-34
975110400,-29,-31,-35
975196800,-31,-34,-39
975283200,-33,-36,-39
975369600,-34,-37,-39
975456000,37,-2,-40
975542400,-31,-34,-39
975628800,-31,-32,-34
975715200,-30,-32,-35
975801600,-34,-37,-41
975888000,-34,-37,-41
975974400,-20,-27,-33
976060800,-19,-20,-21
976147200,17,-1,-20
976233600,-17,-21,-27
976320000,-22,-26,-29
976406400,-18,-22,-26
976492800,-18,-21,-24
976579200,-10,-16,-21
976665600,-12,-14,-17
976752000,-11,-13,-14
976838400,-13,-16,-21
976924800,-18,-20,-22
977011200,-18,-22,-28
977097600,-29,-31,-34
977184000,-14,-21,-27
977270400,-13,-19,-24
977356800,-25,-28,-31
977443200,-30,-34,-39
977529600,-26,-33,-40
977616000,-27,-30,-34
977702400,-27,-32,-37
977788800,-13,-19,-26
977875200,-18,-21,-26
977961600,-25,-29,-34
978048000,-27,-31,-36
978134400,-24,-27,-31
978220800,-25,-29,-30
